Which EPA Section is This From?,Name of Water Source,Date of Water Sampling,Longitude,Latitude,US EPA Risk Rating,Amount of Aluminum (Al),Exceedance of Aluminum (Al)?,Amount of Antimony (Sb),Exceedance of of Antimony (Sb)?,Amount of Arsenic (As),Exceedance of Arsenic (As)?,Amount of Barium (Ba),Exceedance of Barium (Ba)?,Amount of Beryllium (Be),Exceedance of Beryllium (Be)?,Amount of Cadmium (Cd),Exceedance of Cadmium (Cd)?,Amount of Chromium (Cr),Exceedance of Chromium (Cr)?,Amount of Copper (Cu),Exceedance of Copper (Cu)?,Amount of Iron (Fe),Exceedance of Iron (Fe)?,Amount of Lead (Pb),Exceedance of Lead (Pb)?,Amount of Manganese (Mn),Exceedance of Manganese (Mn)?,Amount of Mercury (Hg),Exceedance of Mercury (Hg)?,Amount of Nickel (Ni),Exceedance of Nickel (Ni)?,Amount of Selenium (Se),Exceedance of Selenium (Se)?,Amount of Silver (Ag),Exceedance of Silver (Ag)?,Amount of Thallium (TI),Exceedance of Thallium (TI)?,Amount of Vanadium (V),Exceedance of Vanadium (V)?,Amount of Zinc (Zn),Exceedance of Zinc (Zn)?,Amount of Alpha Particles,Alpha Particle Exceedance?,Amount of Beta Particles,Beta Particle Exceedance?,Amount of Lead210,Exceedance of Lead210?,Amount of Radium226,Exceedance of of Radium226?,Amount of Radium228,Exceedance of Radium228?,Amount of Thorium228,Exceedance of Thorium228?,Amount of Thorium230,Exceedance of Thorium230?,Amount of Thorium232,Exceedance of Thorium232?,Amount of Uranium234,Exceedance of Uranium234?,Amount of Uranium235,Exceedance of Uranium235?,Amount of Uranium238,Exceedance of Uranium238?
Section 3,Little Dog Spring,8/13/98,111 13 10.606,36 6 22.19760,Some Risk,531,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),2.8,No (Below 50 micrograms/liter),91.3,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),2.7,"No (Below 1,300 micrograms/liter)",230,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),21.8,No (Below 50 micrograms/liter),0.19,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),3.4,No (Below 260 micrograms/liter),4.4,"No (Below 5,000 micrograms/liter)",4.54,No (Below 15 pico-curies/liter),6.03,No (Below 50 pico-curies/liter),0.93,Yes (Above 0.047 pico-curies/liter),0.151,No (Below 5 Pico-curies per Liter),0.803,No (Below 5 pico-curies/liter),-0.009,No (Below 0.21 pico-curies/liter),0.039,No (Below 1.3 pico-curies/liter),0.011,No (Below 1.5 pico-curies/liter),3.04,No (Below 20 pico-curies/liter),-0.008,No (Below 20 pico-curies/liter),1.48,No (Below 20 pico-curies/liter)
Section 6,Teesto Chapter House,4/14/99,110 24 14.200,35 29 45.0312,Some Risk,0,"No (Below 1,000 micrograms/liter)",4.9,No (Below 6 micrograms/liter),2.4,No (Below 50 micrograms/liter),1030,"Yes (Above 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),6.5,"No (Below 1,300 micrograms/liter)",61.5,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),12.6,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),30.4,"No (Below 5,000 micrograms/liter)",0.37,No (Below 15 pico-curies/liter),5.23,No (Below 50 pico-curies/liter),0.58,Yes (Above 0.047 pico-curies/liter),0.069,No (Below 5 Pico-curies per Liter),0.346,No (Below 5 pico-curies/liter),0.01,No (Below 0.21 pico-curies/liter),0,No (Below 1.3 pico-curies/liter),0.004,No (Below 1.5 pico-curies/liter),-0.03,No (Below 20 pico-curies/liter),0.009,No (Below 20 pico-curies/liter),0.06,No (Below 20 pico-curies/liter)
Section 2,Red Valley Chapter House,4/6/99,109 3 33.1728,36 35 51.4110,Some Risk,39.1,"No (Below 1,000 micrograms/liter)",6.7,Yes (Above 6 micrograms/liter),9.1,No (Below 50 micrograms/liter),108,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),33.8,"No (Below 1,300 micrograms/liter)",39.2,No (Below 300 micrograms/liter),2.6,No (Below 15 micrograms/liter),1.5,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),2.7,Yes (Above 2 micrograms/liter),0,No (Below 260 micrograms/liter),27.8,"No (Below 5,000 micrograms/liter)",-0.62,No (Below 15 pico-curies/liter),2.17,No (Below 50 pico-curies/liter),0.52,Yes (Above 0.047 pico-curies/liter),0.114,No (Below 5 Pico-curies per Liter),0.444,No (Below 5 pico-curies/liter),0.015,No (Below 0.21 pico-curies/liter),0.006,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),0.11,No (Below 20 pico-curies/liter),0.035,No (Below 20 pico-curies/liter),0,No (Below 20 pico-curies/liter)
Section 6,Lone Cottonwood Spring,7/13/98,110 22 21.271,35 28 19.8288,Some Risk,82.7,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),4.7,No (Below 50 micrograms/liter),6.7,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),37.4,"No (Below 1,300 micrograms/liter)",0,No (Below 300 micrograms/liter),4.1,No (Below 15 micrograms/liter),0.4,No (Below 50 micrograms/liter),0.014,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),28.7,No (Below 260 micrograms/liter),122,"No (Below 5,000 micrograms/liter)",2.16,No (Below 15 pico-curies/liter),4.97,No (Below 50 pico-curies/liter),0.28,Yes (Above 0.047 pico-curies/liter),0.073,No (Below 5 Pico-curies per Liter),0.559,No (Below 5 pico-curies/liter),-0.001,No (Below 0.21 pico-curies/liter),0.023,No (Below 1.3 pico-curies/liter),0.005,No (Below 1.5 pico-curies/liter),1.33,No (Below 20 pico-curies/liter),-0.015,No (Below 20 pico-curies/liter),0.82,No (Below 20 pico-curies/liter)
Section 3,Goldtooth Spring (Rock Spring),8/10/98,111 14 22.089,35 57 52.9931,Some Risk,118,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),3.9,No (Below 50 micrograms/liter),121,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),3.4,"No (Below 1,300 micrograms/liter)",74.6,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),189,Yes (Above 50 micrograms/liter),0.16,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),36.3,No (Below 260 micrograms/liter),35.5,"No (Below 5,000 micrograms/liter)",6.78,No (Below 15 pico-curies/liter),4.78,No (Below 50 pico-curies/liter),1.71,Yes (Above 0.047 pico-curies/liter),0.096,No (Below 5 Pico-curies per Liter),0.362,No (Below 5 pico-curies/liter),0,No (Below 0.21 pico-curies/liter),0.008,No (Below 1.3 pico-curies/liter),0.011,No (Below 1.5 pico-curies/liter),1.39,No (Below 20 pico-curies/liter),0.034,No (Below 20 pico-curies/liter),1.35,No (Below 20 pico-curies/liter)
Section 2,Thumb Rock Well,5/19/99,109 2 9.91973,36 36 7.83838,More Risk,54.4,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),11.4,No (Below 50 micrograms/liter),312,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),17.4,"No (Below 1,300 micrograms/liter)",0,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),12.6,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),34.5,No (Below 260 micrograms/liter),71.7,"No (Below 5,000 micrograms/liter)",20.3,Yes (Above 15 pico-curies/liter),14.2,No (Below 50 pico-curies/liter),0.39,Yes (Above 0.047 pico-curies/liter),0.726,No (Below 5 Pico-curies per Liter),0.698,No (Below 5 pico-curies/liter),0.013,No (Below 0.21 pico-curies/liter),0.011,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),17.8,No (Below 20 pico-curies/liter),0.365,No (Below 20 pico-curies/liter),12.2,No (Below 20 pico-curies/liter)
Section 3,Goldtooth Well,7/28/98,111 8 48.6437,35 54 29.8847,Some Risk,46.5,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),8.8,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),13.7,"No (Below 1,300 micrograms/liter)","1,440.00",Yes (Above 300 micrograms/liter),0,No (Below 15 micrograms/liter),11,No (Below 50 micrograms/liter),0.008,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),3.1,Yes (Above 2 micrograms/liter),0,No (Below 260 micrograms/liter),149,"No (Below 5,000 micrograms/liter)",3.68,No (Below 15 pico-curies/liter),4.02,No (Below 50 pico-curies/liter),0.09,Yes (Above 0.047 pico-curies/liter),0.288,No (Below 5 Pico-curies per Liter),0.546,No (Below 5 pico-curies/liter),-0.002,No (Below 0.21 pico-curies/liter),0.016,No (Below 1.3 pico-curies/liter),0.017,No (Below 1.5 pico-curies/liter),0.99,No (Below 20 pico-curies/liter),-0.018,No (Below 20 pico-curies/liter),1.46,No (Below 20 pico-curies/liter)
Section 6,Shonto Spring,7/8/98,110 22 50.347,35 24 39.5021,Some Risk,65.4,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),2.7,No (Below 50 micrograms/liter),3,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),0,"No (Below 1,300 micrograms/liter)",0,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),0,No (Below 50 micrograms/liter),0.011,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),19.8,No (Below 260 micrograms/liter),4.2,"No (Below 5,000 micrograms/liter)",3.09,No (Below 15 pico-curies/liter),6.46,No (Below 50 pico-curies/liter),0.53,Yes (Above 0.047 pico-curies/liter),0.015,No (Below 5 Pico-curies per Liter),0.599,No (Below 5 pico-curies/liter),-0.009,No (Below 0.21 pico-curies/liter),0.01,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),2.55,No (Below 20 pico-curies/liter),-0.004,No (Below 20 pico-curies/liter),1.82,No (Below 20 pico-curies/liter)
Section 2,N63 Spring,4/9/99,109 3 7.71001,36 40 52.1334,Some Risk,441,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),3.6,No (Below 50 micrograms/liter),203,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),3.4,No (Below 100 micrograms/liter),302,"No (Below 1,300 micrograms/liter)",4650,Yes (Above 300 micrograms/liter),11.5,No (Below 15 micrograms/liter),208,Yes (Above 50 micrograms/liter),0,No (Below 2 micrograms/liter),4,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0.7,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),22.2,No (Below 260 micrograms/liter),305,"No (Below 5,000 micrograms/liter)",9.98,No (Below 15 pico-curies/liter),6.45,No (Below 50 pico-curies/liter),0.54,Yes (Above 0.047 pico-curies/liter),0.09,No (Below 5 Pico-curies per Liter),0.5,No (Below 5 pico-curies/liter),0.005,No (Below 0.21 pico-curies/liter),0.011,No (Below 1.3 pico-curies/liter),0.004,No (Below 1.5 pico-curies/liter),10.6,No (Below 20 pico-curies/liter),0.256,No (Below 20 pico-curies/liter),4.5,No (Below 20 pico-curies/liter)
Section 3,Tank 3K-312,7/28/98,111 2 55.2288,36 0 41.35139,Less Risk,43.8,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),49.7,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),1.9,"No (Below 1,300 micrograms/liter)",56.8,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),15,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),110,"No (Below 5,000 micrograms/liter)",0.65,No (Below 15 pico-curies/liter),5.95,No (Below 50 pico-curies/liter),0.29,Yes (Above 0.047 pico-curies/liter),0.121,No (Below 5 Pico-curies per Liter),0.813,No (Below 5 pico-curies/liter),0,No (Below 0.21 pico-curies/liter),0.004,No (Below 1.3 pico-curies/liter),0.002,No (Below 1.5 pico-curies/liter),0.07,No (Below 20 pico-curies/liter),0.044,No (Below 20 pico-curies/liter),0,No (Below 20 pico-curies/liter)
Section 6,Dilkon Chapter House,4/14/99,110 19 19.947,35 23 8.93821,Some Risk,38.7,"No (Below 1,000 micrograms/liter)",4.9,No (Below 6 micrograms/liter),3.2,No (Below 50 micrograms/liter),1020,"Yes (Above 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),1.2,"No (Below 1,300 micrograms/liter)",112,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),19.5,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),44.6,"No (Below 5,000 micrograms/liter)",0.03,No (Below 15 pico-curies/liter),8,No (Below 50 pico-curies/liter),0.9,Yes (Above 0.047 pico-curies/liter),0.072,No (Below 5 Pico-curies per Liter),0.215,No (Below 5 pico-curies/liter),-0.005,No (Below 0.21 pico-curies/liter),0.005,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),-0.02,No (Below 20 pico-curies/liter),-0.024,No (Below 20 pico-curies/liter),-0.03,No (Below 20 pico-curies/liter)
Section 2,Oak Springs Wash,4/13/99,109 0 35.2619,36 42 24.6233,Some Risk,3660,"Yes (Above 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),101,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),0,"No (Below 1,300 micrograms/liter)",1550,Yes (Above 300 micrograms/liter),1.4,No (Below 15 micrograms/liter),46.6,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),10.4,No (Below 260 micrograms/liter),18.1,"No (Below 5,000 micrograms/liter)",3.59,No (Below 15 pico-curies/liter),5.27,No (Below 50 pico-curies/liter),0.27,Yes (Above 0.047 pico-curies/liter),0.098,No (Below 5 Pico-curies per Liter),1.24,No (Below 5 pico-curies/liter),0.061,No (Below 0.21 pico-curies/liter),0.036,No (Below 1.3 pico-curies/liter),0.054,No (Below 1.5 pico-curies/liter),3.78,No (Below 20 pico-curies/liter),0.01,No (Below 20 pico-curies/liter),2.49,No (Below 20 pico-curies/liter)
Section 3,Cameron Chapter House,4/15/99,111 24 58.047,35 52 10.5240,Some Risk,0,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),3.5,No (Below 50 micrograms/liter),30.7,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),0,"No (Below 1,300 micrograms/liter)",50.3,No (Below 300 micrograms/liter),1.1,No (Below 15 micrograms/liter),65.2,Yes (Above 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),964,"No (Below 5,000 micrograms/liter)",1.03,No (Below 15 pico-curies/liter),5.79,No (Below 50 pico-curies/liter),0.54,Yes (Above 0.047 pico-curies/liter),0.064,No (Below 5 Pico-curies per Liter),0.46,No (Below 5 pico-curies/liter),0.006,No (Below 0.21 pico-curies/liter),0.018,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),1.1,No (Below 20 pico-curies/liter),0.059,No (Below 20 pico-curies/liter),0.77,No (Below 20 pico-curies/liter)
Section 2,Oak Spring Dam,4/13/99,109 2 37.1310,36 42 11.8199,Some Risk,1340,"Yes (Above 1,000 micrograms/liter)",2.8,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),97.2,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),0,"No (Below 1,300 micrograms/liter)",667,Yes (Above 300 micrograms/liter),0,No (Below 15 micrograms/liter),98.1,Yes (Above 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),8.2,No (Below 260 micrograms/liter),21.9,"No (Below 5,000 micrograms/liter)",1.54,No (Below 15 pico-curies/liter),4.28,No (Below 50 pico-curies/liter),0.76,Yes (Above 0.047 pico-curies/liter),0.112,No (Below 5 Pico-curies per Liter),0.891,No (Below 5 pico-curies/liter),0.021,No (Below 0.21 pico-curies/liter),0.026,No (Below 1.3 pico-curies/liter),0.017,No (Below 1.5 pico-curies/liter),2.43,No (Below 20 pico-curies/liter),0.112,No (Below 20 pico-curies/liter),1.36,No (Below 20 pico-curies/liter)
Section 2,Red Rock Sagebrush,3/25/99,109 3 46.1880,36 43 38.7479,Less Risk,50.2,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),61.7,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),14.5,"No (Below 1,300 micrograms/liter)",102,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),1,No (Below 50 micrograms/liter),0.073,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),3.9,No (Below 260 micrograms/liter),70.5,"No (Below 5,000 micrograms/liter)",4.31,No (Below 15 pico-curies/liter),0.7,No (Below 50 pico-curies/liter),0.38,Yes (Above 0.047 pico-curies/liter),0.034,No (Below 5 Pico-curies per Liter),0.503,No (Below 5 pico-curies/liter),-0.001,No (Below 0.21 pico-curies/liter),0.007,No (Below 1.3 pico-curies/liter),0.005,No (Below 1.5 pico-curies/liter),2.45,No (Below 20 pico-curies/liter),0.08,No (Below 20 pico-curies/liter),0.94,No (Below 20 pico-curies/liter)
Section 3,Tank 3A-151,7/28/98,111 5 12.3522,35 51 24.1361,Some Risk,44.7,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),1.7,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),9.8,"No (Below 1,300 micrograms/liter)",636,Yes (Above 300 micrograms/liter),0,No (Below 15 micrograms/liter),12.6,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),122,"No (Below 5,000 micrograms/liter)",0.31,No (Below 15 pico-curies/liter),1.14,No (Below 50 pico-curies/liter),-0.04,No (Below 0.047 pico-curies/liter),0.581,No (Below 5 Pico-curies per Liter),2.48,No (Below 5 pico-curies/liter),0.048,No (Below 0.21 pico-curies/liter),0.018,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),0.22,No (Below 20 pico-curies/liter),0,No (Below 20 pico-curies/liter),0,No (Below 20 pico-curies/liter)
Section 3,Cameron Trading Post,7/24/98,111 24 48.804,35 52 27.9545,Some Risk,88.8,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),3.3,No (Below 50 micrograms/liter),16.8,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),14.6,"No (Below 1,300 micrograms/liter)",55.4,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),24.9,No (Below 50 micrograms/liter),0.009,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 260 micrograms/liter),8.3,"No (Below 5,000 micrograms/liter)",1.78,No (Below 15 pico-curies/liter),6.11,No (Below 50 pico-curies/liter),0.39,Yes (Above 0.047 pico-curies/liter),0.049,No (Below 5 Pico-curies per Liter),0.567,No (Below 5 pico-curies/liter),0.004,No (Below 0.21 pico-curies/liter),0.004,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),1.65,No (Below 20 pico-curies/liter),0.06,No (Below 20 pico-curies/liter),1.08,No (Below 20 pico-curies/liter)
Section 3,Tank 3T-527,7/24/98,111 26 59.392,35 51 13.4334,Less Risk,35.2,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),0,No (Below 50 micrograms/liter),26.1,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),8.7,"No (Below 1,300 micrograms/liter)",267.9,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),2.7,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),3.7,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),0,No (Below 2 micrograms/liter),4.8,No (Below 260 micrograms/liter),151,"No (Below 5,000 micrograms/liter)",4.43,No (Below 15 pico-curies/liter),5.14,No (Below 50 pico-curies/liter),0.49,Yes (Above 0.047 pico-curies/liter),0.066,No (Below 5 Pico-curies per Liter),0.458,No (Below 5 pico-curies/liter),0.013,No (Below 0.21 pico-curies/liter),0.011,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),1.56,No (Below 20 pico-curies/liter),0.125,No (Below 20 pico-curies/liter),1.69,No (Below 20 pico-curies/liter)
Section 2,Oak Spring Creek,6/10/99,109 3 4.23658,36 44 43.8143,Some Risk,79.6,"No (Below 1,000 micrograms/liter)",0,No (Below 6 micrograms/liter),2.6,No (Below 50 micrograms/liter),183,"No (Below 1,000 micrograms/liter)",0,No (Below 4 micrograms/liter),0,No (Below 5 micrograms/liter),0,No (Below 100 micrograms/liter),0,"No (Below 1,300 micrograms/liter)",70.7,No (Below 300 micrograms/liter),0,No (Below 15 micrograms/liter),29.2,No (Below 50 micrograms/liter),0,No (Below 2 micrograms/liter),0,No (Below 730 micrograms/liter),0,No (Below 50 micrograms/liter),0,No (Below 100 micrograms/liter),4.3,Yes (Above 2 micrograms/liter),6.1,No (Below 260 micrograms/liter),0,"No (Below 5,000 micrograms/liter)",2.27,No (Below 15 pico-curies/liter),1.98,No (Below 50 pico-curies/liter),0.55,Yes (Above 0.047 pico-curies/liter),0.193,No (Below 5 Pico-curies per Liter),0.833,No (Below 5 pico-curies/liter),0,No (Below 0.21 pico-curies/liter),0,No (Below 1.3 pico-curies/liter),0,No (Below 1.5 pico-curies/liter),1.51,No (Below 20 pico-curies/liter),0.072,No (Below 20 pico-curies/liter),1.48,No (Below 20 pico-curies/liter)
